qid,date,section,mp,matched_score,matched_date,rank,MND,MinDef,MFA,MinLaw,MHA,MOT,MOF,MOM,MTI,MCCY,MSF,MOH,PMO,MEWR,MCI,MOE,speaker,dob,yob,start,end,gender,party,race,age,tenure,opposition,non-partisan,parl10,parl11,parl12,parl13,parl,num,voters,valid_votes,vote_share,vote,winners_majority_share,winners_majority,swing
91,2012-02-15,Prime News,13,0.991780821917808,2012-02-14,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,20868.0,6996,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
92,2012-10-17,Singapore,11,0.987951807228916,2012-10-16,minister,,,1.0,1.0,,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,19563.0,8987,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
93,2012-10-17,Singapore,11,0.876325088339223,2012-10-16,minister,,,1.0,1.0,,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,19563.0,8987,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
94,2012-10-17,Singapore,31,0.751515151515152,2012-10-16,nmp,,,,,,,,,,,,,,,,,0,,1950,2012-02-14,13/8/2014,male,ind,indian,22630.0,245,0,1,0,0,1,0,12th parliament,,,,,,,,
95,2012-11-27,Opinion,18,0.984615384615385,2012-11-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,21258.0,7758,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
96,2012-11-27,Opinion,18,0.0234833659491194,2012-11-16,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,21258.0,7758,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
97,2012-02-29,Prime News,32,0.907563025210084,2012-02-28,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,18925.0,5545,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
98,2012-02-29,Prime News,33,0.764705882352941,2012-02-28,mp,,,,,,,,,,,,,,,,,0,1963-03-07,1963,2001-10-25,19/4/2011,male,pap,malay,17890.0,3778,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
99,2012-04-10,Singapore,2,1.0,2012-04-09,ncmp,,,,,,,,,,,,,,,,,0,1977-11-22,1977,2011-10-10,25/8/2015,male,wp,chinese,12557.0,182,1,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,45.2,49429.0,,,
100,2012-04-10,Singapore,27,0.582278481012658,2012-04-09,ncmp,,,,,,,,,,,,,,,,,0,1949-06-04,1949,2006-02-11,19/4/2011,female,spp,chinese,22955.0,2249,1,0,0,0,1,0,12th parliament,1.0,17327.0,15870.0,49.6,7878.0,,,
101,2012-04-10,Singapore,34,1.0,2012-04-09,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,18702.0,3819,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
102,2012-04-10,Singapore,34,0.718562874251497,2012-04-09,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,18702.0,3819,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
103,2012-04-10,Singapore,34,0.457142857142857,2012-04-09,minister,,,,,,,,,,,,,,1.0,,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,18702.0,3819,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
104,2011-10-19,Singapore,35,0.975609756097561,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1972-06-11,1972,2011-07-05,2018-03-02 00:00:00,male,pap,indian,14373.0,105,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
105,2011-10-19,Singapore,35,1.0,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1972-06-11,1972,2011-07-05,2018-03-02 00:00:00,male,pap,indian,14373.0,105,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
106,2011-10-19,Singapore,35,0.977777777777778,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1972-06-11,1972,2011-07-05,2018-03-02 00:00:00,male,pap,indian,14373.0,105,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
107,2011-10-19,Singapore,35,0.922222222222222,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1972-06-11,1972,2011-07-05,2018-03-02 00:00:00,male,pap,indian,14373.0,105,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
108,2011-10-19,Singapore,25,0.0128,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1963-10-23,1963,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,17527.0,105,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
109,2012-11-15,Top of The News,6,0.555168408826945,2012-11-14,minister,,1.0,,,,,,,,,,,,,,,0,1958-10-12,1958,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,19757.0,4038,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
110,2012-11-15,Top of The News,6,0.758169934640523,2012-11-14,minister,,1.0,,,,,,,,,,,,,,,0,1958-10-12,1958,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,19757.0,4038,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
111,2011-10-20,Singapore,0,0.995951417004048,2011-10-19,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,21617.0,3646,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
112,2011-10-20,Singapore,0,0.988505747126437,2011-10-19,minister,1.0,,,,,,,,,,,,,,,,0,1952-08-12,1952,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,21617.0,3646,0,0,0,0,1,0,12th parliament,5.0,142459.0,131857.0,63.9,84252.0,27.8,36647.0,-12.8
113,2011-10-20,Singapore,33,0.602564102564102,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1963-03-07,1963,2001-10-25,19/4/2011,male,pap,malay,17756.0,3644,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
114,2011-10-20,Singapore,36,1.0,2011-10-19,mp,,,,,,,,,,,,,,,,,0,1976-02-06,1976,2011-07-05,14/2/2012,male,wp,chinese,13039.0,106,1,0,0,0,1,0,12th parliament,1.0,24560.0,22915.0,64.8,14850.0,29.6,6785.0,2.1
115,2011-10-20,Singapore,37,0.628571428571429,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18720.0,3644,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
116,2011-10-20,Singapore,19,0.7,2011-10-18,mos,,,,,,,,,,1.0,,,,,,,0,1954-08-23,1954,2001-10-25,2017-07-08 00:00:00,female,pap,malay,20875.0,3645,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
117,2011-10-20,Singapore,37,0.50996015936255,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18720.0,3644,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
118,2011-10-20,Singapore,37,1.0,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18720.0,3644,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
119,2012-01-10,Prime News,14,0.72972972972973,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
120,2012-01-10,Prime News,38,0.0101180438448567,2012-01-09,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,17548.0,3956,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
121,2012-01-10,Prime News,14,0.69078947368421,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
122,2012-01-10,Prime News,14,0.359941944847605,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
123,2012-01-10,Prime News,38,0.875598086124402,2012-01-09,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,17548.0,3956,0,0,0,0,1,0,12th parliament,5.0,137532.0,127109.0,57.2,72728.0,14.4,18347.0,-11.3
124,2012-01-10,Prime News,14,0.401709401709402,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
125,2012-01-10,Prime News,14,0.701388888888889,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
126,2012-01-10,Prime News,14,0.803986710963455,2012-01-09,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18408.0,2158,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
127,2012-01-17,Prime News,13,0.912280701754386,2012-01-16,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,20839.0,6967,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
128,2012-01-17,Prime News,13,0.659528907922912,2012-01-16,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,20839.0,6967,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
129,2012-01-17,Prime News,13,0.795698924731183,2012-01-16,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,20839.0,6967,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
130,2012-01-17,Prime News,39,0.224256292906178,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1961-06-02,1961,2011-07-05,2018-03-02 00:00:00,male,wp,chinese,18490.0,195,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
131,2012-01-17,Prime News,39,0.224256292906178,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1961-06-02,1961,2011-07-05,2018-03-02 00:00:00,male,wp,chinese,18490.0,195,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
132,2012-01-17,Prime News,40,0.892508143322475,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1962-03-28,1962,2006-04-27,25/8/2015,male,pap,chinese,18191.0,2090,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
133,2012-01-17,Prime News,40,0.164251207729469,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1962-03-28,1962,2006-04-27,25/8/2015,male,pap,chinese,18191.0,2090,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
134,2012-01-17,Prime News,40,0.483050847457627,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1962-03-28,1962,2006-04-27,25/8/2015,male,pap,chinese,18191.0,2090,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
135,2012-01-17,Prime News,23,0.754863813229572,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1959-09-12,1959,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,19119.0,2051,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
136,2012-01-17,Prime News,32,0.784,2012-01-16,mp,,,,,,,,,,,,,,,,,0,1960-05-06,1960,1996-12-23,25/8/2015,male,pap,indian,18882.0,5502,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
137,2012-11-13,Singapore,41,1.0,2012-11-12,minister,,,,,,,,,,,,,,,1.0,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,21067.0,5763,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
138,2012-11-13,Singapore,28,0.869230769230769,2012-11-12,nmp,,,,,,,,,,,,,,,,,0,1973-10-12,1973,2012-02-14,13/8/2014,female,ind,chinese,14276.0,272,0,1,0,0,1,0,12th parliament,,,,,,,,
139,2011-10-21,Singapore,15,0.991735537190083,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
140,2011-10-21,Singapore,15,0.968421052631579,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
141,2011-10-21,Singapore,15,0.897009966777409,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
142,2011-10-21,Singapore,15,0.709219858156028,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
143,2011-10-21,Singapore,15,0.709219858156028,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
144,2011-10-21,Singapore,15,0.875536480686695,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
145,2011-10-21,Singapore,15,0.952702702702703,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
146,2011-10-21,Singapore,15,0.3202416918429,2011-10-20,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,21567.0,9798,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
147,2011-10-21,Singapore,16,0.923076923076923,2011-10-20,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,13549.0,2002,0,0,0,0,1,0,12th parliament,5.0,158648.0,146595.0,61.2,89710.0,22.4,32825.0,
148,2012-03-07,Singapore,42,1.0,2012-03-06,mp,,,,,,,,,,,,,,,,,0,1964-03-20,1964,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,17518.0,2140,0,0,0,0,1,0,12th parliament,4.0,91607.0,81179.0,60.1,48773.0,20.2,16367.0,
149,2012-03-07,Singapore,37,0.627450980392157,2012-03-06,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18861.0,3785,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
150,2012-03-06,Singapore,43,0.647058823529412,2012-03-05,sms,,,,1.0,,,,,,,,,,,,1.0,0,1963-12-04,1963,2001-10-25,2018-03-02 00:00:00,female,pap,indian,17624.0,3784,0,0,0,0,1,0,12th parliament,5.0,139771.0,,,,,,
151,2012-03-06,Singapore,44,0.769230769230769,2012-03-05,minister,1.0,,,,,,,1.0,,,,,,,,,0,1969-10-01,1969,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,15496.0,244,0,0,0,0,1,0,12th parliament,5.0,154451.0,138212.0,56.6,78286.0,13.2,18360.0,
152,2012-03-06,Singapore,44,0.742857142857143,2012-03-05,minister,1.0,,,,,,,1.0,,,,,,,,,0,1969-10-01,1969,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,15496.0,244,0,0,0,0,1,0,12th parliament,5.0,154451.0,138212.0,56.6,78286.0,13.2,18360.0,
153,2012-03-06,Singapore,44,0.896296296296296,2012-03-05,minister,1.0,,,,,,,1.0,,,,,,,,,0,1969-10-01,1969,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,15496.0,244,0,0,0,0,1,0,12th parliament,5.0,154451.0,138212.0,56.6,78286.0,13.2,18360.0,
154,2011-10-22,Singapore,45,0.85625,2011-10-21,mp,,,,,,,,,,,,,,,,,0,1976-08-23,1976,2011-07-05,2018-03-02 00:00:00,female,pap,malay,12842.0,108,0,0,0,0,1,0,12th parliament,6.0,179071.0,162528.0,69.3,112677.0,38.6,62826.0,3.2
155,2012-10-16,Singapore,46,0.884615384615385,2012-10-15,nmp,,,,,,,,,,,,,,,,,0,1970-02-18,1970,2012-02-14,13/8/2014,male,ind,chinese,15580.0,244,0,1,0,0,1,0,12th parliament,,,,,,,,
156,2012-10-16,Singapore,13,0.777777777777778,2012-10-15,dpm,,,,,1.0,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,21112.0,7240,0,0,0,0,1,0,12th parliament,6.0,168971.0,155094.0,64.8,100493.0,29.6,45892.0,-3.9
157,2012-10-16,Singapore,47,0.740740740740741,2012-10-15,nmp,,,,,,,,,,,,,,,,,0,,1970,2012-02-14,13/8/2014,male,ind,chinese,15330.0,244,0,1,0,0,1,0,12th parliament,,,,,,,,
158,2011-10-19,Singapore,39,0.408695652173913,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1961-06-02,1961,2011-07-05,2018-03-02 00:00:00,male,wp,chinese,18400.0,105,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
159,2011-10-19,Singapore,39,0.794326241134752,2011-10-18,mp,,,,,,,,,,,,,,,,,0,1961-06-02,1961,2011-07-05,2018-03-02 00:00:00,male,wp,chinese,18400.0,105,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
160,2011-10-19,Singapore,48,0.71875,2011-10-18,mos,,1.0,,,,,,,,,,,,,,1.0,0,1972-12-18,1972,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,14183.0,105,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
161,2011-10-19,Singapore,48,0.965317919075144,2011-10-18,mos,,1.0,,,,,,,,,,,,,,1.0,0,1972-12-18,1972,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,14183.0,105,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
162,2011-10-19,Singapore,48,0.71875,2011-10-18,mos,,1.0,,,,,,,,,,,,,,1.0,0,1972-12-18,1972,2011-07-05,2018-03-02 00:00:00,male,pap,chinese,14183.0,105,0,0,0,0,1,0,12th parliament,5.0,121045.0,109006.0,66.6,72563.0,33.2,36120.0,
163,2012-03-02,Singapore,17,0.875,2012-03-01,dpm,,,,,,,1.0,1.0,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20093.0,4008,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
164,2012-03-02,Singapore,17,1.0,2012-03-01,dpm,,,,,,,1.0,1.0,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20093.0,4008,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
165,2012-03-02,Singapore,21,0.72,2012-02-28,mp,,,,,,,,,,,,,,,,,0,1965-03-28,1965,2006-11-05,2018-03-02 00:00:00,female,wp,chinese,17138.0,1941,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
166,2012-03-02,Singapore,7,0.647887323943662,2012-02-29,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,20384.0,7487,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
167,2012-03-02,Singapore,17,0.29004329004329,2012-03-01,dpm,,,,,,,1.0,1.0,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20093.0,4008,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
168,2012-03-02,Singapore,7,0.787878787878788,2012-02-29,mp,,,,,,,,,,,,,,,,,0,1956-05-09,1956,1991-08-31,2018-03-02 00:00:00,male,wp,chinese,20384.0,7487,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
169,2012-03-02,Singapore,17,0.250764525993884,2012-03-01,dpm,,,,,,,1.0,1.0,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20093.0,4008,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
170,2012-03-02,Singapore,17,0.624434389140272,2012-03-01,dpm,,,,,,,1.0,1.0,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,20093.0,4008,0,0,0,0,1,0,12th parliament,5.0,125276.0,114381.0,67.0,76595.0,34.0,38809.0,
171,2012-03-08,Singapore,14,0.574074074074074,2012-03-07,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18466.0,2216,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
172,2012-03-08,Singapore,14,0.574074074074074,2012-03-07,minister,,,,,,1.0,,,,,,,,,,,0,1961-08-16,1961,2006-02-11,2012-01-08 00:00:00,male,pap,chinese,18466.0,2216,0,0,0,0,1,0,12th parliament,4.0,87595.0,76659.0,58.6,44886.0,17.2,13113.0,
173,2012-03-08,Singapore,49,0.902255639097744,2012-03-07,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,18898.0,2102,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
174,2012-03-08,Singapore,22,0.661290322580645,2012-03-07,mp,,,,,,,,,,,,,,,,,0,1966-05-28,1966,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,16720.0,2102,0,0,0,0,1,0,12th parliament,5.0,120324.0,109421.0,54.8,59992.0,9.6,10563.0,-9.1
175,2012-03-08,Singapore,37,0.0715447154471545,2012-03-07,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18862.0,3786,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
176,2012-03-08,Singapore,1,0.938704028021016,2012-03-07,ncmp,,,,,,,,,,,,,,,,,0,1965-03-24,1965,2011-10-10,25/8/2015,male,wp,chinese,17150.0,149,1,0,0,0,1,0,12th parliament,1.0,22069.0,18944.0,49.0,9278.0,,,
177,2012-05-15,Singapore,50,0.806779661016949,2012-05-14,mos,,,,,,1.0,1.0,,,,,,,,,,0,1968-08-07,1968,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,15986.0,2209,0,0,0,0,1,0,12th parliament,5.0,122492.0,109590.0,56.9,62385.0,13.8,15180.0,
178,2012-05-15,Singapore,51,0.971428571428571,2012-05-14,mp,,,,,,,,,,,,,,,,,0,1963-05-22,1963,2006-04-27,2018-03-02 00:00:00,male,pap,chinese,17890.0,2209,0,0,0,0,1,0,12th parliament,1.0,23731.0,20446.0,58.6,11985.0,17.2,3524.0,
179,2012-05-15,Singapore,49,0.939597315436242,2012-05-14,mp,,,,,,,,,,,,,,,,,0,1960-06-10,1960,2006-06-05,2018-03-02 00:00:00,female,pap,chinese,18966.0,2170,0,0,0,0,1,0,12th parliament,5.0,148290.0,138263.0,58.4,80740.0,16.8,23217.0,
180,2011-10-18,Singapore,52,0.102803738317757,2011-10-17,sms,,,,,,,,,,,,,1.0,,,,1,1961-07-14,1961,2001-03-11,2018-03-02 00:00:00,male,pap,chinese,18357.0,3872,0,0,0,0,1,0,12th parliament,1.0,21631.0,19711.0,66.1,13028.0,32.2,6345.0,
181,2011-10-18,Singapore,21,0.571428571428571,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1965-03-28,1965,2006-11-05,2018-03-02 00:00:00,female,wp,chinese,17004.0,1807,1,0,0,0,1,0,12th parliament,5.0,143148.0,132118.0,54.7,72289.0,9.4,12460.0,10.8
182,2011-10-18,Singapore,37,0.589473684210526,2011-10-17,mp,,,,,,,,,,,,,,,,,0,1960-07-16,1960,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,18720.0,3644,0,0,0,0,1,0,12th parliament,1.0,25745.0,24030.0,60.7,14593.0,21.4,5156.0,
